member_type,rideable_type,trip_year,trip_month,trip_day_of_week,trip_hour,avg_ride_length_seconds,total_trips
casual,classic_bike,2024,2,5,18,857,328
member,classic_bike,2024,2,1,19,632,369
member,classic_bike,2024,5,4,11,827,1404
member,electric_bike,2024,6,1,9,766,1397
casual,classic_bike,2024,7,7,21,1950,1281
member,electric_bike,2024,3,3,7,554,1134
member,classic_bike,2024,9,2,11,791,1556
casual,electric_bike,2024,2,1,23,579,29
member,classic_bike,2024,7,3,22,833,619
casual,classic_bike,2024,7,3,2,2259,31
member,classic_bike,2024,10,6,14,710,1492
casual,electric_bike,2024,8,7,23,930,1242
casual,classic_bike,2024,1,1,7,479,8
casual,electric_bike,2024,1,4,18,544,172
member,electric_bike,2024,1,6,23,541,108
member,classic_bike,2024,11,6,6,661,520
member,classic_bike,2024,12,3,5,521,124
casual,electric_bike,2024,12,5,23,508,79
casual,electric_bike,2024,4,5,18,622,655
member,classic_bike,2024,5,2,20,758,916
casual,electric_scooter,2024,9,4,16,675,1075
casual,electric_bike,2024,6,6,21,860,909
casual,electric_bike,2024,7,3,20,836,1010
casual,classic_bike,2024,1,7,14,1181,93
member,classic_bike,2024,4,2,22,1043,308
member,classic_bike,2024,7,5,13,939,1258
member,electric_bike,2024,8,2,11,671,1003
member,classic_bike,2024,8,3,0,1167,85
member,electric_bike,2024,10,7,15,785,1858
casual,classic_bike,2024,11,6,8,915,265
member,electric_bike,2024,11,5,2,582,37
casual,classic_bike,2024,3,2,18,1628,461
member,electric_bike,2024,6,6,15,750,2052
casual,classic_bike,2024,6,7,20,1952,1217
casual,classic_bike,2024,6,5,9,1736,506
casual,electric_bike,2024,12,2,22,533,120
casual,classic_bike,2024,1,5,3,1503,1
casual,electric_bike,2024,10,5,7,546,707
member,classic_bike,2024,3,6,23,634,235
casual,electric_bike,2024,6,2,19,887,1176
member,classic_bike,2024,9,4,16,835,2882
member,electric_bike,2024,4,4,8,595,1732
casual,electric_bike,2024,11,1,6,779,118
casual,classic_bike,2024,12,1,19,954,85
casual,electric_bike,2024,1,4,1,440,22
member,classic_bike,2024,1,2,6,860,419
casual,electric_bike,2024,5,2,4,754,46
member,classic_bike,2024,6,7,4,1284,61
member,classic_bike,2024,7,7,1,721,249
casual,electric_bike,2024,10,3,19,677,807
casual,classic_bike,2024,12,2,6,608,24
member,electric_bike,2024,1,5,22,609,179
casual,classic_bike,2024,2,4,14,1458,212
casual,classic_bike,2024,5,1,13,2397,1500
casual,classic_bike,2024,5,7,6,1720,104
member,electric_bike,2024,7,5,11,745,1100
member,classic_bike,2024,7,6,0,781,191
casual,classic_bike,2024,8,4,4,1358,19
member,electric_bike,2024,11,4,15,653,1456
member,classic_bike,2024,11,5,5,698,161
casual,classic_bike,2024,2,2,3,753,6
member,electric_bike,2024,5,2,18,715,1695
member,classic_bike,2024,5,3,7,769,1897
casual,electric_bike,2024,7,3,3,605,64
member,electric_bike,2024,9,2,3,669,104
casual,electric_bike,2024,11,2,7,495,319
member,classic_bike,2024,4,3,23,652,163
casual,classic_bike,2024,5,5,18,1628,1350
member,electric_scooter,2024,9,6,7,460,346
member,electric_bike,2024,12,5,17,652,1164
casual,electric_bike,2024,9,5,10,855,484
casual,electric_bike,2024,10,2,15,909,878
member,electric_bike,2024,1,1,17,801,265
casual,classic_bike,2024,1,6,13,1112,112
casual,classic_bike,2024,2,3,13,1418,257
member,electric_bike,2024,8,3,12,578,1299
casual,electric_bike,2024,8,1,13,1188,1946
casual,electric_bike,2024,8,4,8,626,776
member,classic_bike,2024,10,4,0,616,116
member,classic_bike,2024,11,1,0,645,174
casual,electric_bike,2024,4,6,5,496,59
casual,classic_bike,2024,4,1,21,1464,207
member,electric_bike,2024,11,1,20,601,517
member,electric_bike,2024,11,7,7,657,377
member,electric_bike,2024,12,4,7,525,961
member,electric_bike,2024,1,7,10,714,241
casual,classic_bike,2024,3,3,5,501,19
member,electric_bike,2024,5,6,23,716,762
member,electric_bike,2024,6,3,23,727,419
casual,electric_bike,2024,8,7,0,814,1035
casual,electric_bike,2024,9,4,0,632,214
member,classic_bike,2024,10,1,8,777,754
casual,classic_bike,2024,3,1,14,2220,957
member,electric_bike,2024,5,5,13,615,1503
casual,classic_bike,2024,7,7,4,1738,54
member,electric_bike,2024,12,1,15,687,749
member,classic_bike,2024,3,1,20,626,337
member,classic_bike,2024,7,4,9,761,1637
member,classic_bike,2024,8,6,15,811,2232
casual,classic_bike,2024,1,4,22,674,49
casual,electric_bike,2024,6,6,4,628,69
member,classic_bike,2024,11,2,10,642,729
casual,classic_bike,2024,12,5,21,896,26
member,electric_bike,2024,4,7,0,553,306
casual,classic_bike,2024,5,2,23,1878,137
member,electric_bike,2024,7,1,9,730,778
member,electric_bike,2024,10,4,0,546,197
member,electric_bike,2024,10,3,10,614,1017
casual,classic_bike,2024,10,5,6,871,189
casual,classic_bike,2024,1,2,11,1122,98
casual,electric_bike,2024,5,5,19,851,1101
member,classic_bike,2024,12,2,1,431,26
member,electric_bike,2024,3,7,9,673,861
member,classic_bike,2024,5,6,22,842,703
member,classic_bike,2024,6,3,22,1046,568
casual,electric_bike,2024,8,6,19,913,1745
casual,electric_bike,2024,9,3,19,791,936
casual,electric_bike,2024,11,6,12,863,611
member,classic_bike,2024,2,5,21,660,530
casual,classic_bike,2024,6,6,19,1556,1251
member,electric_bike,2024,9,7,9,684,1377
member,classic_bike,2024,8,4,1,1349,40
member,classic_bike,2024,9,1,1,917,340
casual,electric_bike,2024,12,6,4,553,24
casual,classic_bike,2024,3,6,20,1321,134
member,classic_bike,2024,6,2,21,926,764
member,electric_bike,2024,10,2,9,587,1175
member,classic_bike,2024,2,4,20,733,604
member,electric_bike,2024,8,1,1,664,474
casual,electric_scooter,2024,9,3,12,685,417
member,classic_bike,2024,9,3,15,757,1478
member,classic_bike,2024,12,6,6,613,179
member,classic_bike,2024,7,2,18,844,3652
member,electric_bike,2024,10,5,1,557,133
casual,electric_bike,2024,2,4,18,592,215
casual,electric_bike,2024,9,6,11,1015,832
member,classic_bike,2024,9,6,7,682,1428
casual,classic_bike,2024,9,4,21,1065,486
member,electric_bike,2024,11,1,0,549,358
member,classic_bike,2024,1,6,8,656,501
casual,classic_bike,2024,4,5,3,840,6
member,classic_bike,2024,8,2,10,763,841
casual,electric_bike,2024,10,7,21,901,587
casual,electric_bike,2024,11,4,21,604,177
member,electric_bike,2024,12,6,18,593,777
casual,electric_bike,2024,12,1,21,671,79
member,classic_bike,2024,12,7,7,673,129
member,classic_bike,2024,6,5,13,734,1251
member,classic_bike,2024,11,7,16,798,1099
casual,electric_bike,2024,11,7,13,891,793
member,classic_bike,2024,12,4,15,660,512
casual,electric_bike,2024,12,4,13,546,159
member,classic_bike,2024,2,7,12,817,780
member,classic_bike,2024,3,4,12,665,746
member,classic_bike,2024,4,1,12,955,1384
member,classic_bike,2024,7,6,23,829,498
casual,classic_bike,2024,9,3,0,993,97
member,classic_bike,2024,6,2,15,813,1474
casual,classic_bike,2024,7,1,11,2184,1711
member,classic_bike,2024,8,7,19,976,1762
member,electric_bike,2024,9,4,17,773,3894
member,classic_bike,2024,9,5,6,703,951
casual,classic_bike,2024,9,6,15,1634,1152
casual,classic_bike,2024,10,4,2,2102,26
casual,electric_bike,2024,12,7,11,643,233
member,electric_bike,2024,12,7,8,569,296
casual,classic_bike,2024,2,2,23,759,36
casual,classic_bike,2024,5,5,15,1844,708
casual,electric_bike,2024,5,2,1,1070,134
member,electric_bike,2024,7,7,2,667,213
casual,electric_bike,2024,8,5,15,936,1432
casual,classic_bike,2024,11,3,7,691,206
casual,electric_bike,2024,3,1,18,882,357
casual,classic_bike,2024,4,3,6,891,125
casual,electric_bike,2024,6,4,10,1135,553
member,electric_bike,2024,6,6,12,732,1517
casual,electric_bike,2024,9,7,1,672,489
member,electric_bike,2024,12,2,22,569,269
member,electric_bike,2024,1,6,6,542,292
casual,classic_bike,2024,7,6,20,1889,1385
member,electric_bike,2024,8,2,8,642,1827
casual,classic_bike,2024,8,3,20,1346,583
member,classic_bike,2024,6,7,1,646,259
casual,electric_bike,2024,10,1,11,1142,1622
member,classic_bike,2024,11,6,12,645,1157
member,classic_bike,2024,12,3,11,605,434
member,classic_bike,2024,12,5,16,645,752
casual,electric_bike,2024,12,3,12,638,185
member,electric_bike,2024,7,2,16,707,2995
member,electric_bike,2024,5,1,11,783,973
member,classic_bike,2024,5,7,9,933,1332
casual,electric_scooter,2024,9,3,15,768,618
casual,classic_bike,2024,11,4,17,831,309
casual,classic_bike,2024,1,2,8,498,81
member,electric_bike,2024,3,5,15,597,1050
member,electric_bike,2024,8,7,17,874,2369
casual,electric_bike,2024,9,5,7,634,773
member,classic_bike,2024,9,4,19,791,2069
casual,classic_bike,2024,10,3,15,1756,738
member,classic_bike,2024,5,2,0,982,132
casual,electric_bike,2024,5,4,18,874,1753
casual,classic_bike,2024,6,2,14,1790,870
member,classic_bike,2024,7,7,4,1019,55
member,electric_bike,2024,10,3,13,599,1479
casual,electric_bike,2024,9,2,15,1051,1538
casual,classic_bike,2024,10,6,7,872,240
casual,classic_bike,2024,4,5,23,1112,58
casual,electric_bike,2024,5,7,10,1209,1164
casual,electric_bike,2024,7,1,9,1014,538
casual,classic_bike,2024,9,2,16,1607,1674
member,electric_bike,2024,11,5,22,586,418
casual,electric_bike,2024,11,1,3,648,91
member,electric_bike,2024,4,2,17,707,2947
casual,electric_bike,2024,11,5,2,539,51
casual,electric_bike,2024,12,2,2,696,30
casual,classic_bike,2024,1,6,7,1860,40
member,electric_bike,2024,5,6,20,659,1424
member,electric_bike,2024,6,3,20,689,1298
casual,classic_bike,2024,10,2,8,1008,416
member,electric_bike,2024,2,5,23,577,160
casual,electric_bike,2024,3,3,15,766,425
member,classic_bike,2024,7,3,5,908,474
casual,electric_bike,2024,10,5,10,780,533
casual,electric_bike,2024,11,2,10,821,303
member,electric_bike,2024,1,1,20,507,164
casual,electric_bike,2024,1,2,10,568,88
casual,electric_bike,2024,2,5,2,583,25
member,electric_bike,2024,7,6,15,761,2174
member,electric_bike,2024,8,3,15,726,1782
member,classic_bike,2024,10,4,3,454,17
member,classic_bike,2024,11,1,3,493,35
member,classic_bike,2024,3,5,16,718,1368
casual,classic_bike,2024,4,4,13,1919,197
casual,classic_bike,2024,5,2,0,1913,136
member,electric_bike,2024,6,7,19,839,1436
casual,electric_bike,2024,12,1,18,679,183
casual,classic_bike,2024,12,3,13,1187,116
member,electric_bike,2024,4,7,3,502,73
casual,electric_bike,2024,7,1,12,1231,1579
member,classic_bike,2024,8,4,4,631,40
member,electric_bike,2024,9,1,2,666,313
casual,classic_bike,2024,6,2,17,1616,1541
member,classic_bike,2024,8,6,12,769,1815
member,electric_bike,2024,11,3,5,483,262
casual,classic_bike,2024,11,5,1,1979,32
member,classic_bike,2024,3,6,6,609,461
member,classic_bike,2024,4,3,6,657,861
member,electric_bike,2024,9,5,1,630,91
member,classic_bike,2024,10,2,9,677,1142
casual,electric_bike,2024,3,7,11,1036,677
casual,electric_scooter,2024,9,6,7,472,390
casual,electric_bike,2024,9,6,14,967,1313
member,electric_bike,2024,12,5,14,612,490
casual,electric_bike,2024,2,1,3,710,14
casual,classic_bike,2024,8,6,12,1856,1758
member,classic_bike,2024,6,4,9,762,1243
casual,electric_bike,2024,8,6,22,853,1109
member,electric_scooter,2024,9,5,23,582,175
member,classic_bike,2024,4,2,16,820,2175
casual,classic_bike,2024,4,5,0,2692,30
casual,classic_bike,2024,9,7,2,2291,165
casual,electric_bike,2024,11,4,18,562,382
casual,classic_bike,2024,11,1,2,1073,60
member,electric_bike,2024,12,6,21,533,276
member,classic_bike,2024,12,7,10,667,468
casual,electric_bike,2024,3,1,21,745,123
member,electric_bike,2024,8,4,2,538,64
casual,classic_bike,2024,3,5,16,1197,361
casual,classic_bike,2024,8,7,19,1732,1909
member,classic_bike,2024,9,3,12,691,1119
member,classic_bike,2024,12,6,3,1260,5
member,electric_bike,2024,3,6,5,488,176
member,electric_bike,2024,4,3,4,638,65
casual,electric_scooter,2024,9,1,18,914,1026
member,electric_bike,2024,2,2,8,580,686
casual,electric_bike,2024,5,6,23,841,672
casual,electric_bike,2024,6,3,23,858,357
member,classic_bike,2024,7,6,20,923,1435
member,electric_bike,2024,8,5,23,699,707
member,classic_bike,2024,8,3,20,835,1081
member,electric_bike,2024,9,2,23,678,394
member,classic_bike,2024,1,3,7,836,775
casual,classic_bike,2024,10,5,23,1326,288
casual,classic_bike,2024,11,2,23,779,53
member,classic_bike,2024,2,4,17,741,2339
member,electric_bike,2024,2,5,0,646,75
member,electric_bike,2024,3,2,0,561,87
member,classic_bike,2024,3,1,17,783,1050
member,electric_bike,2024,1,5,16,610,1103
member,classic_bike,2024,1,6,5,643,122
casual,classic_bike,2024,2,5,1,1443,15
casual,electric_bike,2024,10,7,18,867,1263
member,electric_bike,2024,2,4,19,583,509
member,electric_bike,2024,2,6,7,587,416
casual,classic_bike,2024,2,7,12,1270,306
member,electric_bike,2024,4,1,10,685,969
casual,classic_bike,2024,12,4,17,679,91
casual,electric_bike,2024,1,1,3,834,14
casual,classic_bike,2024,3,7,4,1621,9
member,electric_bike,2024,6,2,16,737,2649
casual,classic_bike,2024,6,3,21,1516,573
member,classic_bike,2024,1,1,19,532,214
member,classic_bike,2024,4,6,21,812,436
casual,electric_bike,2024,4,4,11,734,250
casual,electric_bike,2024,4,6,22,806,299
casual,electric_bike,2024,5,5,2,702,86
casual,electric_bike,2024,6,2,2,797,87
casual,classic_bike,2024,1,5,9,1315,73
casual,electric_bike,2024,1,3,14,604,111
casual,electric_bike,2024,7,2,16,989,1711
member,electric_bike,2024,8,5,9,675,1577
member,electric_bike,2024,9,2,9,651,1504
member,classic_bike,2024,10,5,7,666,1932
casual,electric_bike,2024,2,7,19,728,98
member,electric_bike,2024,3,6,22,600,356
casual,electric_bike,2024,3,4,19,552,226
member,electric_bike,2024,4,3,21,616,894
casual,classic_bike,2024,4,6,7,730,123
casual,classic_bike,2024,5,3,7,913,350
casual,classic_bike,2024,1,7,20,3443,27
casual,classic_bike,2024,3,2,1,1202,14
member,electric_scooter,2024,9,4,19,540,590
casual,electric_scooter,2024,9,2,8,508,570
member,electric_bike,2024,3,1,19,682,594
casual,classic_bike,2024,3,4,12,1624,299
casual,classic_bike,2024,6,7,3,1934,122
member,electric_scooter,2024,9,7,11,548,396
casual,electric_scooter,2024,9,5,0,191,2
member,electric_bike,2024,3,4,11,659,657
casual,electric_bike,2024,9,1,11,1113,1610
casual,electric_bike,2024,3,6,7,458,140
casual,electric_bike,2024,4,3,7,582,488
member,classic_bike,2024,5,6,5,687,300
casual,electric_bike,2024,6,3,6,603,319
member,classic_bike,2024,6,3,5,713,344
member,classic_bike,2024,12,6,20,696,173
casual,electric_bike,2024,2,2,10,1112,86
casual,classic_bike,2024,2,3,7,1040,162
member,electric_bike,2024,4,4,2,555,38
casual,electric_bike,2024,7,7,2,729,367
casual,classic_bike,2024,8,2,16,1649,1075
casual,classic_bike,2024,9,5,8,1008,678
casual,electric_bike,2024,2,6,15,651,202
member,electric_bike,2024,4,5,15,610,1410
casual,classic_bike,2024,5,4,11,2382,725
casual,classic_bike,2024,6,1,10,2254,1892
member,electric_bike,2024,10,4,17,748,4370
member,electric_bike,2024,11,1,17,672,940
casual,classic_bike,2024,12,6,5,500,7
casual,classic_bike,2024,1,3,15,1712,130
casual,electric_bike,2024,3,2,2,672,27
casual,electric_bike,2024,3,1,4,441,29
casual,electric_bike,2024,7,5,8,787,642
member,classic_bike,2024,11,4,18,701,1044
member,electric_bike,2024,1,4,12,575,498
casual,electric_bike,2024,1,5,8,541,180
member,electric_bike,2024,1,2,1,642,145
member,electric_bike,2024,9,3,13,623,1036
casual,classic_bike,2024,9,7,19,1344,1044
member,classic_bike,2024,2,1,2,1737,58
member,classic_bike,2024,3,3,5,591,145
casual,classic_bike,2024,6,6,13,2069,1166
casual,electric_bike,2024,12,4,19,524,120
member,electric_bike,2024,2,7,11,773,321
casual,electric_bike,2024,5,1,20,966,532
member,classic_bike,2024,6,6,20,847,1276
casual,electric_bike,2024,8,3,21,823,748
casual,electric_bike,2024,10,4,3,496,43
member,classic_bike,2024,2,3,13,697,828
casual,classic_bike,2024,5,6,22,1869,701
member,electric_bike,2024,7,5,8,676,1937
member,classic_bike,2024,8,2,16,821,2306
casual,electric_bike,2024,1,7,19,516,74
member,electric_bike,2024,4,6,13,550,1120
casual,electric_bike,2024,6,5,17,895,2013
member,electric_bike,2024,7,7,19,837,1552
casual,classic_bike,2024,8,7,2,1849,323
member,classic_bike,2024,1,5,1,964,11
member,classic_bike,2024,7,1,11,858,1565
casual,electric_bike,2024,10,6,14,1002,1177
casual,electric_bike,2024,2,4,4,288,8
member,classic_bike,2024,5,5,15,861,1569
member,classic_bike,2024,10,7,18,834,1326
member,classic_bike,2024,12,1,17,631,455
casual,classic_bike,2024,10,4,19,1049,662
member,classic_bike,2024,2,6,5,588,196
member,electric_scooter,2024,9,2,8,501,696
member,classic_bike,2024,9,2,8,699,2542
casual,electric_bike,2024,11,7,19,676,401
member,classic_bike,2024,12,4,9,658,492
casual,classic_bike,2024,1,1,4,486,5
member,electric_bike,2024,6,7,2,650,302
casual,electric_scooter,2024,9,7,11,843,702
member,classic_bike,2024,3,7,10,824,1144
member,classic_bike,2024,4,4,10,703,590
casual,classic_bike,2024,7,3,5,964,122
member,electric_bike,2024,10,1,2,581,297
member,electric_bike,2024,5,3,5,507,314
member,classic_bike,2024,5,2,23,1106,154
casual,electric_scooter,2024,9,4,19,728,724
casual,electric_bike,2024,9,7,18,1006,1484
member,electric_bike,2024,10,5,7,606,2602
member,electric_bike,2024,11,2,7,557,1287
casual,classic_bike,2024,12,1,2,1317,51
member,classic_bike,2024,4,7,2,754,39
casual,electric_bike,2024,8,2,0,951,335
member,classic_bike,2024,9,6,13,661,1369
member,electric_bike,2024,2,7,22,543,112
member,electric_bike,2024,3,5,9,539,697
casual,classic_bike,2024,7,2,4,540,32
casual,classic_bike,2024,9,7,8,1585,591
member,electric_bike,2024,12,6,15,663,835
member,classic_bike,2024,12,7,4,558,14
member,classic_bike,2024,3,6,20,655,449
casual,classic_bike,2024,3,1,3,1574,44
casual,electric_bike,2024,4,5,7,507,306
casual,classic_bike,2024,11,4,0,707,45
casual,classic_bike,2024,1,4,11,2498,97
casual,electric_bike,2024,1,2,16,607,209
casual,classic_bike,2024,2,3,16,1520,548
casual,electric_bike,2024,3,7,20,730,275
casual,classic_bike,2024,6,7,17,1867,1917
casual,classic_bike,2024,11,4,23,824,37
member,electric_bike,2024,1,6,12,715,342
member,classic_bike,2024,1,7,1,2692,61
member,electric_bike,2024,8,3,1,715,98
casual,electric_bike,2024,5,6,17,971,2056
member,classic_bike,2024,5,1,22,820,305
casual,electric_bike,2024,6,3,17,889,1805
casual,electric_bike,2024,10,1,17,972,1078
member,electric_bike,2024,4,5,0,597,155
member,electric_bike,2024,7,3,9,673,1557
casual,electric_bike,2024,6,4,4,688,53
casual,electric_bike,2024,7,1,3,872,160
casual,electric_bike,2024,10,2,4,581,31
casual,electric_bike,2024,11,1,9,878,455
member,classic_bike,2024,3,5,10,706,484
member,electric_bike,2024,4,2,8,609,1978
casual,classic_bike,2024,9,6,21,1116,532
member,classic_bike,2024,12,6,17,679,621
member,classic_bike,2024,4,3,20,875,971
casual,electric_bike,2024,4,7,12,1110,1218
member,electric_bike,2024,4,5,23,632,302
member,electric_bike,2024,2,5,17,672,1308
casual,electric_bike,2024,5,3,2,885,55
member,classic_bike,2024,7,3,11,734,1281
casual,electric_bike,2024,11,2,19,552,278
casual,classic_bike,2024,1,6,16,1552,103
casual,electric_bike,2024,4,4,20,688,306
member,classic_bike,2024,5,7,15,1094,2058
casual,classic_bike,2024,8,2,19,1415,1083
member,electric_bike,2024,9,3,16,748,3125
member,electric_scooter,2024,9,7,22,642,326
casual,electric_bike,2024,9,6,23,763,675
casual,classic_bike,2024,10,7,23,1143,362
member,electric_bike,2024,11,6,0,534,212
member,classic_bike,2024,1,1,8,786,179
casual,classic_bike,2024,5,1,10,2187,1002
member,classic_bike,2024,7,6,3,529,32
member,classic_bike,2024,8,3,3,750,22
casual,classic_bike,2024,12,3,4,835,16
member,electric_bike,2024,6,5,0,634,237
member,classic_bike,2024,9,4,5,663,319
casual,electric_bike,2024,2,6,18,639,140
casual,classic_bike,2024,3,4,18,1032,316
casual,classic_bike,2024,6,5,20,1617,865
casual,electric_bike,2024,8,5,21,784,1075
casual,electric_bike,2024,9,2,21,807,721
member,classic_bike,2024,4,6,12,721,919
casual,classic_bike,2024,4,3,0,2766,38
member,classic_bike,2024,7,7,13,1009,1968
member,classic_bike,2024,8,4,13,769,1240
member,classic_bike,2024,9,1,13,895,1628
